ID,名称,経度,緯度
1774,粟崎公民館（指定避難場所）,136.62788500000002,36.625577
1785,鞍月公民館（指定避難場所）,136.632932,36.602961
1855,浅野町小学校（指定避難場所）,136.658818,36.581731
1950,泉小学校（指定避難場所）,136.648175,36.552634999999995
1526,旧俵小学校（指定避難場所）,136.723683,36.534358000000005
2337,示野公園（指定避難場所）,136.60983000000002,36.581375
2335,女性センター（指定避難場所）,136.64541200000002,36.570622
1584,城西市民体育館（指定避難場所）,136.60301299999998,36.598011
1694,大乗寺丘陵公園（指定避難場所）,136.655537,36.530351
1886,天神しらうめ公園（指定避難場所）,136.67731,36.558391
1906,いしかわ四高記念公園（指定避難場所）,136.655549,36.563252
1964,金沢星稜大学（指定避難場所）,136.682691,36.583409
2339,戸板公園（指定避難場所）,136.622586,36.581625
1970,戸板東公園（指定避難場所）,136.625798,36.581226
2824,犀川公民館（指定避難場所）,136.68807900000002,36.516912
2826,近江町いちば館（指定避難場所）,136.655916,36.571474
2827,金沢工業高等専門学校（指定避難場所）,136.629426,36.532653
2832,太陽が丘しいの木公園（指定避難場所）,136.708065,36.53441
2828,河原市町みずほ中央公園（指定避難場所）,136.708135,36.605257
2830,野田東公園（指定避難場所）,136.669494,36.535470000000004
2831,野田西公園（指定避難場所）,136.66339399999998,36.533709
2026,八洲原公園（指定避難場所）,136.586547,36.562975
1893,睦が丘公園（指定避難場所）,136.689744,36.563860999999996
1631,桜田南児童公園（指定避難場所）,136.621327,36.576797
1655,額新町第２公園（指定避難場所）,136.623684,36.519052
1510,旧朝日小学校（指定避難場所）,136.755593,36.622653
1551,駒帰資料保管所（旧駒帰小学校）（指定避難場所）,136.727987,36.483437
1718,上荒屋にれの木公園（指定避難場所）,136.589365,36.557403
1955,田上さくらぶち公園（指定避難場所）,136.689941,36.542182000000004
2825,米丸交流広場（指定避難場所）,136.61827399999999,36.562277
2829,大桑防災拠点広場（指定避難場所）,136.676468,36.536341
1952,いしかわ子ども交流センター（指定避難場所）,136.66360500000002,36.545958
1891,兼六小学校（指定避難場所）,136.66600400000002,36.565889
1844,小金町公園（指定避難場所）,136.671175,36.58316
1787,鞍月小学校（指定避難場所）,136.632494,36.601836
1573,紫錦台中学校（指定避難場所）,136.668857,36.558062
1962,北陸学院大学（指定避難場所）,136.67056000000002,36.518109
1548,金沢学院大学附属金沢学院高等学校（指定避難場所）,136.69576999999998,36.513878000000005
1961,金沢学院大学（指定避難場所）,136.6965,36.516559
1958,金沢工業大学天池自然学苑体育館（指定避難場所）,136.695739,36.50285
2036,キゴ山ふれあい研修センターこども交流棟（指定避難場所）,136.743048,36.517878
2037,キゴ山ふれあい研修センター青少年交流棟（指定避難場所）,136.746017,36.523720000000004
1516,森本市民体育館（指定避難場所）,136.6925,36.615877000000005
2018,石川県青少年総合研修センター（指定避難場所）,136.67643700000002,36.565531
3186,野田南広場（指定避難場所）,136.668722,36.535081
3187,野田中央公園（指定避難場所）,136.668722,36.535081
3189,金沢大学人間社会学域学校教育学類附属特別支援学校（指定避難場所）,136.666093,36.562778
3185,東金沢駅前かがやき公園（指定避難場所）,136.67105800000002,36.592807
3188,大河端西鷹狩り公園（指定避難場所）,136.639819,36.616044
